Date,Product,Category,Quantity,Unit_Price,Sales,Region
2022-12-21,Wireless Noise-Canceling Headphones,Technology,8,206.34,1650.72,North
2023-08-28,Self-Adhesive Sticky Notes Bulk,Office Supplies,1,14.85,14.85,East
2021-08-16,Braided HDMI 4K Cable (2-Pack),Electronics Accessories,1,19.87,19.87,East
2021-01-27,Conference Room Table,Furniture,4,804.75,3219.0,Central
2023-07-07,Executive Ergonomic Desk,Furniture,1,536.27,536.27,North
2021-02-03,Wireless Noise-Canceling Headphones,Technology,1,201.69,201.69,North
2024-10-22,Self-Adhesive Sticky Notes Bulk,Office Supplies,1,15.26,15.26,South
2024-09-20,4K Ultra HD Monitor,Technology,4,355.17,1420.68,West
2022-09-30,Document Filing Cabinet Tray,Office Supplies,1,33.62,33.62,East
2022-10-11,Wireless Noise-Canceling Headphones,Technology,1,195.4,195.4,North
2021-06-12,Precision Wireless Mouse,Electronics Accessories,1,38.67,38.67,East
2021-07-06,Precision Wireless Mouse,Electronics Accessories,3,41.93,125.79,South
2021-01-16,Standing Desk Converter,Furniture,2,182.97,365.94,North
2021-12-07,Precision Wireless Mouse,Electronics Accessories,1,39.11,44.98,North
2021-11-17,External SSD 1TB,Electronics Accessories,20,114.28,2628.44,West
2022-02-14,Heavy-Duty Stapler & Staples,Office Supplies,1,25.9,25.9,South
2022-05-05,4K Ultra HD Monitor,Technology,1,362.13,362.13,Central
2021-01-30,External SSD 1TB,Electronics Accessories,2,112.0,224.0,
2025-10-27,Ergonomic Mechanical Keyboard,Technology,8,129.52,1036.16,East
2024-06-14,Heavy-Duty Stapler & Staples,Office Supplies,3,24.37,73.11,East
2024-03-29,Precision Wireless Mouse,Electronics Accessories,20,38.44,768.8,East
2022-05-20,External SSD 1TB,Electronics Accessories,1,109.61,109.61,South
2025-08-27,Wireless Noise-Canceling Headphones,Technology,3,205.54,616.62,North
2022-06-08,Laptop Pro 15,Technology,1,1255.83,1255.83,East
2025-08-09,Ergonomic Mechanical Keyboard,Technology,1,124.39,124.39,North
2021-02-05,USB-C Fast Charging Hub,Electronics Accessories,1,49.52,49.52,Central
2023-07-30,Self-Adhesive Sticky Notes Bulk,Office Supplies,3,16.12,48.36,East
2024-11-24,Precision Wireless Mouse,Electronics Accessories,3,39.0,117.0,East
2024-03-11,Document Filing Cabinet Tray,Office Supplies,3,34.38,103.14,North
2022-07-10,Wireless Noise-Canceling Headphones,Technology,2,208.47,416.94,East
2021-07-25,Wireless Noise-Canceling Headphones,Technology,1,202.89,202.89,North
2021-07-09,4K Ultra HD Monitor,Technology,1,344.97,344.97,East
2025-12-26,Precision Wireless Mouse,Electronics Accessories,5,41.28,206.4,East
2021-03-13,Conference Room Table,Furniture,1,838.06,838.06,North
2021-02-23,4K Ultra HD Monitor,Technology,10,361.53,3615.3,Central
2024-02-09,Precision Wireless Mouse,Electronics Accessories,1,41.24,41.24,South
2023-08-05,Standing Desk Converter,Furniture,1,183.27,183.27,South
2025-07-03,Self-Adhesive Sticky Notes Bulk,Office Supplies,3,15.62,46.86,South
2022-11-16,Precision Wireless Mouse,Electronics Accessories,3,39.99,137.97,East
2023-12-03,Document Filing Cabinet Tray,Office Supplies,2,34.8,69.6,North
2023-07-13,Precision Wireless Mouse,Electronics Accessories,2,39.9,79.8,West
2025-12-08,Gel Pens Pack (24ct),Office Supplies,2,18.91,43.49,West
2023-01-12,4K Ultra HD Monitor,Technology,1,342.0,342.0,East
2022-01-11,4K Ultra HD Monitor,Technology,2,360.84,721.68,North
2022-10-14,HD Streaming Webcam 1080p,Electronics Accessories,3,67.82,203.46,South
2022-08-24,Braided HDMI 4K Cable (2-Pack),Electronics Accessories,1,19.62,19.62,West
2021-11-01,Wireless Noise-Canceling Headphones,Technology,1,203.5,234.02,South
2025-04-13,Executive Ergonomic Desk,Furniture,1,535.32,535.32,East
2024-04-02,Laptop Pro 15,Technology,1,1147.43,1147.43,North
2024-12-08,Wireless Noise-Canceling Headphones,Technology,2,209.94,482.86,Central
2025-05-02,Executive Ergonomic Desk,Furniture,1,544.32,544.32,East
2025-02-22,High-Back Mesh Chair,Furniture,4,238.56,954.24,West
2022-01-26,Laptop Pro 15,Technology,2,1158.16,2316.32,East
2023-08-07,4K Ultra HD Monitor,Technology,1,344.32,344.32,East
2025-03-17,Wireless Noise-Canceling Headphones,Technology,1,194.17,194.17,North
2021-10-19,Conference Room Table,Furniture,1,805.15,805.15,East
2024-03-25,4K Ultra HD Monitor,Technology,1,353.24,353.24,South
2025-04-02,4K Ultra HD Monitor,Technology,2,347.64,695.28,East
2024-05-11,Laptop Pro 15,Technology,1,1239.4,1239.4,West
2025-01-18,HD Streaming Webcam 1080p,Electronics Accessories,1,71.97,71.97,East
2022-08-05,Smartphone Ultra,Technology,1,942.37,942.37,East
2024-10-12,Precision Wireless Mouse,Electronics Accessories,2,40.06,80.12,North
2021-06-04,USB-C Fast Charging Hub,Electronics Accessories,8,51.54,412.32,South
2025-09-22,HD Streaming Webcam 1080p,Electronics Accessories,1,72.19,72.19,South
2024-03-04,Self-Adhesive Sticky Notes Bulk,Office Supplies,1,14.91,14.91,Central
2025-06-19,Conference Room Table,Furniture,4,831.4,3325.6,West
2021-01-22,USB-C Fast Charging Hub,Electronics Accessories,2,48.81,97.62,North
2025-05-10,USB-C Fast Charging Hub,Electronics Accessories,2,51.41,102.82,North
2022-03-09,HD Streaming Webcam 1080p,Electronics Accessories,1,69.4,69.4,East
2022-04-25,Ergonomic Mechanical Keyboard,Technology,3,131.35,394.05,West
2024-11-11,High-Back Mesh Chair,Furniture,2,239.02,478.04,North
2024-03-16,Standing Desk Converter,Furniture,2,178.15,356.3,Central
2022-08-20,Smartphone Ultra,Technology,2,868.07,1736.14,North
2021-11-30,Conference Room Table,Furniture,1,838.52,964.3,North
2024-12-22,Smartphone Ultra,Technology,2,871.67,1743.34,Central
2025-01-28,External SSD 1TB,Electronics Accessories,1,105.34,105.34,West
2021-05-14,Multipurpose Copy Paper (Carton),Office Supplies,1,41.08,41.08,East
2025-12-25,USB-C Fast Charging Hub,Electronics Accessories,1,52.13,52.13,North
2021-05-17,Gel Pens Pack (24ct),Office Supplies,3,18.43,55.29,South
2021-11-19,Laptop Pro 15,Technology,15,1142.66,19710.88,East
2024-02-16,Braided HDMI 4K Cable (2-Pack),Electronics Accessories,1,19.46,19.46,East
2022-08-11,Smartphone Ultra,Technology,2,904.21,1808.42,North
2023-09-26,Laptop Pro 15,Technology,4,1217.68,4870.72,North
2022-07-17,Braided HDMI 4K Cable (2-Pack),Electronics Accessories,1,19.44,19.44,West
2022-11-30,Gel Pens Pack (24ct),Office Supplies,3,18.44,63.62,East
2021-05-07,Laptop Pro 15,Technology,5,1254.85,6274.25,South
2022-10-24,Conference Room Table,Furniture,2,808.48,1616.96,North
2025-01-02,Document Filing Cabinet Tray,Office Supplies,1,36.73,36.73,Central
2022-10-25,Braided HDMI 4K Cable (2-Pack),Electronics Accessories,1,20.97,20.97,South
2022-05-06,Gel Pens Pack (24ct),Office Supplies,1,18.6,18.6,
2023-03-24,Ergonomic Mechanical Keyboard,Technology,2,129.62,259.24,North
2021-12-06,4K Ultra HD Monitor,Technology,3,344.91,1189.94,South
2021-04-22,Multipurpose Copy Paper (Carton),Office Supplies,3,43.76,131.28,North
2024-11-25,Standing Desk Converter,Furniture,2,175.69,404.09,North
2022-07-04,Laptop Pro 15,Technology,1,1199.54,1199.54,North
2024-10-10,Smartphone Ultra,Technology,1,939.72,939.72,North
2023-11-25,Laptop Pro 15,Technology,1,1183.39,1360.9,North
2025-10-28,Wireless Noise-Canceling Headphones,Technology,2,192.42,384.84,East
2025-07-23,External SSD 1TB,Electronics Accessories,5,112.74,563.7,South
2021-12-11,Wireless Noise-Canceling Headphones,Technology,1,205.8,236.67,East
2023-09-29,Executive Ergonomic Desk,Furniture,1,526.03,526.03,West
2024-09-14,Heavy-Duty Stapler & Staples,Office Supplies,2,24.45,48.9,East
2024-05-17,Executive Ergonomic Desk,Furniture,1,538.5,538.5,North
2021-03-20,Wireless Noise-Canceling Headphones,Technology,3,204.13,612.39,East
2024-04-27,Self-Adhesive Sticky Notes Bulk,Office Supplies,3,14.75,44.25,South
2022-04-30,External SSD 1TB,Electronics Accessories,1,106.0,106.0,North
2021-03-14,Braided HDMI 4K Cable (2-Pack),Electronics Accessories,1,20.34,20.34,West
2025-02-19,Wireless Noise-Canceling Headphones,Technology,10,194.18,1941.8,North
2021-03-30,High-Back Mesh Chair,Furniture,3,256.53,769.59,North
2025-07-16,Laptop Pro 15,Technology,10,1161.89,11618.9,East
2023-06-05,4K Ultra HD Monitor,Technology,2,343.42,686.84,South
2024-09-03,Gel Pens Pack (24ct),Office Supplies,2,17.83,35.66,West
INVALID_DATE,HD Streaming Webcam 1080p,Electronics Accessories,1,72.06,72.06,West
2024-03-13,Wireless Noise-Canceling Headphones,Technology,1,197.52,197.52,East
2025-04-27,Smartphone Ultra,Technology,4,883.52,3534.08,East
2022-06-02,Precision Wireless Mouse,Electronics Accessories,1,41.13,41.13,East
2022-11-17,Braided HDMI 4K Cable (2-Pack),Electronics Accessories,1,19.65,22.6,East
2024-04-27,Smartphone Ultra,Technology,1,860.72,860.72,North
2023-04-07,Braided HDMI 4K Cable (2-Pack),Electronics Accessories,1,20.36,20.36,West
2022-10-31,Precision Wireless Mouse,Electronics Accessories,15,41.2,618.0,West
2021-08-25,Document Filing Cabinet Tray,Office Supplies,2,35.44,70.88,North
2024-01-16,Gel Pens Pack (24ct),Office Supplies,1,18.22,18.22,North
2021-06-14,Braided HDMI 4K Cable (2-Pack),Electronics Accessories,2,20.26,40.52,East
2021-01-03,Gel Pens Pack (24ct),Office Supplies,15,19.3,289.5,West
2024-09-02,Wireless Noise-Canceling Headphones,Technology,3,199.37,598.11,South
2022-12-19,HD Streaming Webcam 1080p,Electronics Accessories,2,67.28,154.74,North
2022-01-22,Smartphone Ultra,Technology,1,911.81,,East
2024-07-03,USB-C Fast Charging Hub,Electronics Accessories,1,51.37,51.37,North
2021-11-30,Executive Ergonomic Desk,Furniture,1,524.63,603.32,East
2023-07-10,Conference Room Table,Furniture,1,761.71,761.71,North
2025-05-11,USB-C Fast Charging Hub,Electronics Accessories,3,47.86,143.58,East
2025-12-13,Conference Room Table,Furniture,1,821.78,945.05,East
2025-02-14,Smartphone Ultra,Technology,8,859.14,6873.12,West
2025-04-01,Laptop Pro 15,Technology,5,1192.22,5961.1,South
2021-09-22,Executive Ergonomic Desk,Furniture,1,544.54,544.54,East
2023-05-28,High-Back Mesh Chair,Furniture,1,241.21,241.21,Central
2021-05-05,Multipurpose Copy Paper (Carton),Office Supplies,1,43.37,43.37,South
2021-08-16,Executive Ergonomic Desk,Furniture,1,561.01,561.01,Central
2023-12-16,Smartphone Ultra,Technology,1,859.84,988.82,North
2022-03-02,Executive Ergonomic Desk,Furniture,3,545.94,1637.82,Central
2025-09-28,Gel Pens Pack (24ct),Office Supplies,2,17.87,35.74,Central
2025-03-10,High-Back Mesh Chair,Furniture,1,251.06,251.06,East
2022-04-19,HD Streaming Webcam 1080p,Electronics Accessories,1,72.53,72.53,South
2024-05-06,Wireless Noise-Canceling Headphones,Technology,1,209.07,209.07,South
2024-11-08,External SSD 1TB,Electronics Accessories,1,114.95,114.95,North
2025-04-07,Standing Desk Converter,Furniture,1,178.5,178.5,Central
2025-04-16,Precision Wireless Mouse,Electronics Accessories,1,39.31,39.31,South
2023-09-12,Heavy-Duty Stapler & Staples,Office Supplies,1,24.49,24.49,West
2025-02-14,Precision Wireless Mouse,Electronics Accessories,1,40.53,40.53,Central
2021-11-17,Wireless Noise-Canceling Headphones,Technology,1,207.28,238.37,North
2022-06-22,HD Streaming Webcam 1080p,Electronics Accessories,2,69.57,139.14,East
2025-09-19,Heavy-Duty Stapler & Staples,Office Supplies,1,25.0,25.0,Central
2022-03-28,Wireless Noise-Canceling Headphones,Technology,1,195.77,195.77,West
2024-01-10,Bookshelf 5-Tier,Furniture,1,151.99,151.99,East
2022-05-16,Multipurpose Copy Paper (Carton),Office Supplies,1,43.12,43.12,South
2022-04-06,Self-Adhesive Sticky Notes Bulk,Office Supplies,8,15.01,120.08,Central
2022-07-21,USB-C Fast Charging Hub,Electronics Accessories,3,51.16,153.48,South
2023-04-28,Braided HDMI 4K Cable (2-Pack),Electronics Accessories,4,20.0,80.0,Central
2022-02-17,Conference Room Table,Furniture,2,786.42,1572.84,North
2023-12-03,Precision Wireless Mouse,Electronics Accessories,3,41.29,123.87,South
2025-10-30,Smartphone Ultra,Technology,2,868.36,1736.72,East
2025-09-02,Laptop Pro 15,Technology,1,1163.59,1163.59,East
2021-10-11,External SSD 1TB,Electronics Accessories,3,110.28,330.84,North
2021-04-24,High-Back Mesh Chair,Furniture,1,248.81,248.81,Central
2023-09-20,Wireless Noise-Canceling Headphones,Technology,3,190.5,571.5,Central
2021-12-10,Gel Pens Pack (24ct),Office Supplies,1,17.98,17.98,South
2024-09-03,Ergonomic Mechanical Keyboard,Technology,1,134.53,134.53,West
2021-06-17,Laptop Pro 15,Technology,10,1159.39,11593.9,West
2023-07-02,Smartphone Ultra,Technology,2,934.59,1869.18,North
2023-11-04,Ergonomic Mechanical Keyboard,Technology,1,131.28,150.97,South
2025-07-02,HD Streaming Webcam 1080p,Electronics Accessories,2,70.57,141.14,North
2022-06-22,Wireless Noise-Canceling Headphones,Technology,3,194.53,583.59,South
2024-02-29,Wireless Noise-Canceling Headphones,Technology,4,202.47,809.88,South
2025-09-16,External SSD 1TB,Electronics Accessories,2,107.78,215.56,South
2025-07-12,High-Back Mesh Chair,Furniture,3,246.09,738.27,East
2025-04-10,Self-Adhesive Sticky Notes Bulk,Office Supplies,2,15.88,31.76,South
2024-03-03,Heavy-Duty Stapler & Staples,Office Supplies,2,25.2,50.4,East
2024-09-19,Laptop Pro 15,Technology,1,1166.29,1166.29,South
2021-03-09,Self-Adhesive Sticky Notes Bulk,Office Supplies,1,15.31,15.31,West
2022-07-10,HD Streaming Webcam 1080p,Electronics Accessories,5,69.82,349.1,East
2023-09-23,Heavy-Duty Stapler & Staples,Office Supplies,2,25.41,50.82,North
2024-11-04,Ergonomic Mechanical Keyboard,Technology,4,132.11,607.71,Central
2021-03-19,HD Streaming Webcam 1080p,Electronics Accessories,4,71.4,285.6,East
2024-10-11,Ergonomic Mechanical Keyboard,Technology,2,130.19,260.38,North
2023-12-31,4K Ultra HD Monitor,Technology,1,353.98,407.08,East
2022-03-19,Ergonomic Mechanical Keyboard,Technology,3,124.64,373.92,East
2024-08-09,4K Ultra HD Monitor,Technology,3,338.28,1014.84,North
2023-06-08,Laptop Pro 15,Technology,3,1202.16,3606.48,East
2023-11-04,Braided HDMI 4K Cable (2-Pack),Electronics Accessories,8,19.86,182.71,North
2025-08-08,Smartphone Ultra,Technology,3,859.74,2579.22,West
2024-11-21,External SSD 1TB,Electronics Accessories,2,110.7,254.61,West
2024-01-10,USB-C Fast Charging Hub,,5,51.13,255.65,West
2023-06-14,Ergonomic Mechanical Keyboard,Technology,2,132.16,264.32,North
2025-03-26,High-Back Mesh Chair,Furniture,2,245.37,490.74,West
2025-03-30,Wireless Noise-Canceling Headphones,Technology,2,191.69,383.38,Central
2023-11-10,Self-Adhesive Sticky Notes Bulk,Office Supplies,1,14.94,17.18,East
2024-10-30,Ergonomic Mechanical Keyboard,Technology,1,129.66,129.66,North
2021-09-23,4K Ultra HD Monitor,Technology,2,358.41,716.82,East
2023-03-12,Ergonomic Mechanical Keyboard,Technology,2,127.15,254.3,South
2024-08-14,Laptop Pro 15,Technology,4,1194.81,4779.24,North
2021-01-25,Standing Desk Converter,Furniture,15,177.79,2666.85,North
2025-12-28,Wireless Noise-Canceling Headphones,Technology,1,198.49,198.49,South
INVALID_DATE,USB-C Fast Charging Hub,Electronics Accessories,1,47.99,47.99,South
2025-04-15,High-Back Mesh Chair,Furniture,1,245.32,245.32,South
2024-05-26,Wireless Noise-Canceling Headphones,Technology,4,209.85,839.4,Central
2023-01-11,Multipurpose Copy Paper (Carton),Office Supplies,2,41.59,83.18,South
2023-03-03,4K Ultra HD Monitor,Technology,1,342.36,342.36,South
2024-12-08,Smartphone Ultra,Technology,2,937.14,1874.28,South
2023-06-17,4K Ultra HD Monitor,Technology,3,336.07,1008.21,North
2022-10-01,Braided HDMI 4K Cable (2-Pack),Electronics Accessories,3,20.71,62.13,East
2024-04-26,HD Streaming Webcam 1080p,Electronics Accessories,2,67.37,134.74,West
2023-04-25,Ergonomic Mechanical Keyboard,Technology,5,131.92,659.6,South
2023-07-13,Smartphone Ultra,Technology,3,897.86,2693.58,East
2021-01-11,Wireless Noise-Canceling Headphones,Technology,2,205.12,410.24,East
2023-10-06,Braided HDMI 4K Cable (2-Pack),Electronics Accessories,1,19.89,19.89,Central
2021-03-09,4K Ultra HD Monitor,Technology,3,339.61,1018.83,West
2021-12-23,USB-C Fast Charging Hub,Electronics Accessories,2,47.66,109.62,North
2024-08-28,Conference Room Table,Furniture,1,832.02,832.02,North
2022-01-03,USB-C Fast Charging Hub,Electronics Accessories,8,51.25,410.0,West
2024-02-03,Wireless Noise-Canceling Headphones,Technology,1,202.56,202.56,West
2022-02-03,USB-C Fast Charging Hub,Electronics Accessories,1,47.65,47.65,North
2023-05-13,Bookshelf 5-Tier,Furniture,8,144.58,1156.64,East
2021-04-11,Multipurpose Copy Paper (Carton),Office Supplies,1,42.1,42.1,South
2025-07-15,USB-C Fast Charging Hub,Electronics Accessories,2,51.19,102.38,South
2022-03-10,Document Filing Cabinet Tray,Office Supplies,1,34.96,34.96,West
2025-03-17,Wireless Noise-Canceling Headphones,Technology,1,194.6,194.6,North
2024-04-08,Bookshelf 5-Tier,Furniture,2,142.41,284.82,East
2021-07-18,Wireless Noise-Canceling Headphones,Technology,2,204.01,408.02,South
2022-11-20,Precision Wireless Mouse,Electronics Accessories,4,40.05,184.23,East
2023-10-01,Gel Pens Pack (24ct),Office Supplies,2,18.67,37.34,East
2022-05-18,Multipurpose Copy Paper (Carton),Office Supplies,4,40.73,162.92,South
2024-12-09,Ergonomic Mechanical Keyboard,Technology,4,128.91,515.64,North
2024-03-14,Wireless Noise-Canceling Headphones,Technology,2,196.22,392.44,East
2023-05-18,Braided HDMI 4K Cable (2-Pack),Electronics Accessories,1,19.38,19.38,West
2022-08-03,HD Streaming Webcam 1080p,Electronics Accessories,1,68.08,68.08,South
2021-08-19,USB-C Fast Charging Hub,Electronics Accessories,1,49.77,49.77,Central
2022-01-27,Bookshelf 5-Tier,Furniture,1,156.21,156.21,North
2024-03-14,Braided HDMI 4K Cable (2-Pack),Electronics Accessories,1,20.52,20.52,West
2025-05-18,Wireless Noise-Canceling Headphones,Technology,2,202.11,404.22,South
2021-08-09,Conference Room Table,Furniture,5,819.93,4099.65,West
2023-06-16,HD Streaming Webcam 1080p,Electronics Accessories,5,69.21,346.05,West
2023-09-10,Standing Desk Converter,Furniture,10,187.67,1876.7,North
2025-04-03,Executive Ergonomic Desk,Furniture,1,574.19,574.19,South
2024-11-11,Precision Wireless Mouse,Electronics Accessories,20,39.61,911.03,South
2021-02-24,Executive Ergonomic Desk,Furniture,2,545.68,1091.36,North
2024-05-06,Smartphone Ultra,Technology,10,882.28,8822.8,South
2021-07-30,Executive Ergonomic Desk,Furniture,4,521.89,2087.56,East
2023-11-07,High-Back Mesh Chair,Furniture,2,261.0,522.0,East
2024-10-28,Gel Pens Pack (24ct),Office Supplies,20,19.19,383.8,Central
2025-09-29,Wireless Noise-Canceling Headphones,Technology,1,191.93,191.93,North
2021-01-14,Braided HDMI 4K Cable (2-Pack),Electronics Accessories,2,19.44,38.88,South
2021-12-10,4K Ultra HD Monitor,Technology,1,353.89,406.97,North
2025-09-20,HD Streaming Webcam 1080p,Electronics Accessories,1,68.17,68.17,West
2022-12-26,Bookshelf 5-Tier,Furniture,3,146.59,439.77,East
2023-05-04,4K Ultra HD Monitor,Technology,1,338.98,338.98,South
2023-09-16,Precision Wireless Mouse,Electronics Accessories,3,40.82,122.46,North
2023-11-28,High-Back Mesh Chair,Furniture,1,246.31,246.31,East
2025-10-22,Gel Pens Pack (24ct),Office Supplies,1,19.61,19.61,East
2022-12-19,External SSD 1TB,Electronics Accessories,1,114.27,131.41,South
2024-03-04,Document Filing Cabinet Tray,Office Supplies,1,36.13,36.13,South
2022-01-15,Conference Room Table,Furniture,1,815.87,815.87,Central
2021-01-17,High-Back Mesh Chair,Furniture,2,250.06,500.12,North
2021-04-29,Gel Pens Pack (24ct),Office Supplies,1,18.95,18.95,North
2022-07-10,Conference Room Table,Furniture,1,818.14,818.14,East
2021-08-02,Braided HDMI 4K Cable (2-Pack),Electronics Accessories,1,19.91,19.91,East
2025-03-23,Ergonomic Mechanical Keyboard,Technology,1,126.08,126.08,South
2025-07-28,USB-C Fast Charging Hub,Electronics Accessories,1,48.94,48.94,West
2022-06-20,Multipurpose Copy Paper (Carton),Office Supplies,1,41.3,41.3,Central
2024-04-06,Precision Wireless Mouse,Electronics Accessories,1,41.19,41.19,West
2023-03-25,Standing Desk Converter,Furniture,1,178.77,178.77,West
2023-02-09,Executive Ergonomic Desk,Furniture,1,531.59,531.59,North
2022-06-18,Standing Desk Converter,,4,174.16,696.64,South
2025-05-24,Precision Wireless Mouse,Electronics Accessories,15,41.25,618.75,East
2025-03-29,External SSD 1TB,Electronics Accessories,2,105.64,211.28,Central
2022-12-31,Ergonomic Mechanical Keyboard,Technology,1,123.52,142.05,Central
2022-06-27,High-Back Mesh Chair,Furniture,2,254.85,509.7,North
2022-06-16,High-Back Mesh Chair,Furniture,1,260.22,260.22,South
2025-04-30,Laptop Pro 15,Technology,1,1206.47,1206.47,Central
2021-08-02,Gel Pens Pack (24ct),Office Supplies,1,18.98,18.98,East
2023-12-12,Executive Ergonomic Desk,Furniture,2,567.35,1134.7,West
2025-02-10,Smartphone Ultra,Technology,1,912.5,912.5,East
2021-03-28,Smartphone Ultra,Technology,20,893.87,17877.4,North
2022-11-12,4K Ultra HD Monitor,Technology,2,349.59,699.18,Central
2024-08-30,Conference Room Table,Furniture,2,818.36,1636.72,East
2022-03-29,Smartphone Ultra,Technology,1,935.94,935.94,Central
2025-05-19,Heavy-Duty Stapler & Staples,Office Supplies,2,25.01,50.02,South
2023-10-13,Gel Pens Pack (24ct),Office Supplies,2,18.63,37.26,South
INVALID_DATE,External SSD 1TB,Electronics Accessories,1,115.47,115.47,West
2021-12-04,USB-C Fast Charging Hub,Electronics Accessories,4,47.82,219.97,East
2025-02-18,Standing Desk Converter,Furniture,5,188.67,943.35,East
2023-08-18,Smartphone Ultra,Technology,3,929.36,2788.08,West
2021-01-10,USB-C Fast Charging Hub,Electronics Accessories,5,49.84,249.2,South
2022-11-20,Conference Room Table,Furniture,10,764.33,8789.8,East
2021-08-24,Braided HDMI 4K Cable (2-Pack),Electronics Accessories,3,20.31,60.93,North
2021-09-16,4K Ultra HD Monitor,Technology,1,336.08,336.08,Central
2025-08-29,Precision Wireless Mouse,Electronics Accessories,3,38.3,114.9,East
2022-09-21,Executive Ergonomic Desk,Furniture,1,569.7,569.7,East
2021-09-05,4K Ultra HD Monitor,Technology,1,354.58,354.58,North
2024-07-18,USB-C Fast Charging Hub,Electronics Accessories,2,49.2,98.4,East
2024-09-27,Document Filing Cabinet Tray,Office Supplies,1,33.91,33.91,Central
2022-11-09,Conference Room Table,Furniture,1,760.45,760.45,Central
2025-06-14,Executive Ergonomic Desk,Furniture,1,554.29,554.29,South
2024-11-13,Wireless Noise-Canceling Headphones,Technology,3,201.61,695.55,East
2023-07-12,Smartphone Ultra,Technology,3,866.68,2600.04,Central
2021-01-06,Document Filing Cabinet Tray,Office Supplies,1,34.45,34.45,East
2023-10-23,Heavy-Duty Stapler & Staples,Office Supplies,3,23.92,71.76,North
2021-04-27,Document Filing Cabinet Tray,Office Supplies,1,35.49,35.49,North
2023-09-09,Bookshelf 5-Tier,Furniture,1,152.16,152.16,East
2025-04-20,Ergonomic Mechanical Keyboard,Technology,1,126.24,126.24,Central
2023-07-01,4K Ultra HD Monitor,Technology,1,355.1,355.1,East
2024-08-15,Executive Ergonomic Desk,Furniture,1,562.99,562.99,Central
2023-09-29,4K Ultra HD Monitor,Technology,1,342.72,342.72,North
2021-06-10,Precision Wireless Mouse,Electronics Accessories,4,39.03,156.12,North
2021-10-03,Multipurpose Copy Paper (Carton),Office Supplies,1,42.98,42.98,East
2022-07-01,HD Streaming Webcam 1080p,Electronics Accessories,2,70.14,140.28,South
2022-08-18,Laptop Pro 15,Technology,2,1208.94,2417.88,West
2024-10-11,4K Ultra HD Monitor,Technology,4,358.17,1432.68,North
2023-07-03,Braided HDMI 4K Cable (2-Pack),Electronics Accessories,1,19.32,19.32,East
2023-04-02,Document Filing Cabinet Tray,Office Supplies,1,35.45,35.45,North
2022-07-15,Standing Desk Converter,Furniture,4,181.24,724.96,North
2022-05-10,Gel Pens Pack (24ct),Office Supplies,1,19.1,19.1,Central
2025-08-07,Laptop Pro 15,Technology,5,1233.67,6168.35,South
2024-02-04,Standing Desk Converter,Furniture,3,176.58,529.74,South
2023-07-18,Braided HDMI 4K Cable (2-Pack),Electronics Accessories,3,20.74,62.22,East
2023-07-10,External SSD 1TB,,1,104.53,104.53,South
2023-01-24,Self-Adhesive Sticky Notes Bulk,Office Supplies,1,15.78,15.78,North
2021-03-03,Precision Wireless Mouse,Electronics Accessories,2,40.6,81.2,North
2022-07-24,Smartphone Ultra,Technology,1,936.85,936.85,North
2024-01-21,Braided HDMI 4K Cable (2-Pack),Electronics Accessories,3,19.52,58.56,North
2023-07-16,Smartphone Ultra,Technology,1,926.55,926.55,South
2021-07-23,Laptop Pro 15,Technology,1,1175.92,1175.92,West
2021-03-03,Ergonomic Mechanical Keyboard,Technology,1,124.64,124.64,South
2021-11-07,Bookshelf 5-Tier,Furniture,15,144.03,2160.45,North
2021-05-10,Wireless Noise-Canceling Headphones,Technology,2,192.4,384.8,North
2023-02-07,Ergonomic Mechanical Keyboard,Technology,3,129.29,,Central
2025-01-17,High-Back Mesh Chair,Furniture,1,252.93,252.93,East
2025-05-08,4K Ultra HD Monitor,Technology,4,349.1,1396.4,South
2022-03-26,Executive Ergonomic Desk,Furniture,2,570.22,1140.44,North
2025-05-01,USB-C Fast Charging Hub,Electronics Accessories,1,48.21,48.21,East
2022-06-26,Smartphone Ultra,Technology,1,886.06,886.06,East
2024-07-22,Laptop Pro 15,Technology,3,1163.07,3489.21,South
2021-01-26,Gel Pens Pack (24ct),Office Supplies,1,17.83,17.83,South
2021-06-18,High-Back Mesh Chair,Furniture,2,237.21,474.42,North
2025-04-11,External SSD 1TB,Electronics Accessories,4,107.05,428.2,North
2024-07-29,High-Back Mesh Chair,Furniture,4,252.69,1010.76,East
2025-11-06,Document Filing Cabinet Tray,Office Supplies,2,35.59,81.86,North
2023-01-23,Braided HDMI 4K Cable (2-Pack),Electronics Accessories,2,20.98,41.96,East
2024-12-19,USB-C Fast Charging Hub,Electronics Accessories,3,49.75,171.64,North
2024-06-23,Conference Room Table,Furniture,4,779.05,3116.2,Central
2023-08-02,Bookshelf 5-Tier,Furniture,5,151.04,755.2,South
2025-09-15,Ergonomic Mechanical Keyboard,Technology,1,129.45,129.45,North
2024-04-24,Smartphone Ultra,Technology,8,931.77,7454.16,South
2024-12-26,High-Back Mesh Chair,Furniture,3,261.59,902.49,West
2022-10-13,Executive Ergonomic Desk,Furniture,2,531.15,1062.3,South
2022-12-23,Executive Ergonomic Desk,Furniture,2,558.52,1117.04,East
2024-04-12,4K Ultra HD Monitor,Technology,20,351.16,7023.2,West
2025-10-10,Document Filing Cabinet Tray,Office Supplies,5,33.97,169.85,Central
